recipe_code_main,l1_rar
RB155146,0.000006839771987898757
RB155274,0.03752230023650438
RB155283,0.03654865450469669
RB155299,0.013877278454469621
RB155309,0.05828626560881878
RB155310,0.024903088849351107
RB155351,0.06801680994786485
RB155653,0.018812865083493557
RB155666,-0.010923201552496709
RB155673,-0.012540339929597244
RB155673-SP-1,-0.02872973108591892
RB155967,0.021826451924542134
RB155967-SP-1,-0.16159555218487143
RB155967-SP-2,-0.056141253038008654
RB155967-SP-3,0.010270506524061362
RB156124,0.003965532223278334
RB156124-SP-1,-0.07110785604768055
RB156124-SP-2,0.04622034880501569
RB156404,0.06138918985390651
RB156414,-0.012595374483193589
RB156414-SP-1,-0.027421512286890937
RB156414-SP-2,-0.28938634168317645
RB156521,0.0020597860859279393
RB156521-SP-1,-0.02791777622681124
RB156521-SP-2,0.008249743018556188
RB156523,0.009910320191463873
RB156523-SP-1,0.008430582961602928
RB156523-SP-2,-0.028646656071369514
RB156529,-0.00531875301919682
RB156555,0.02905838207077549
RB156555-DP-1,-0.0720479795554465
RB156555-SP-7,0.19917757232743738
RB156555-SP-8,-0.11441083342420721
RB156624,0.04347932009613298
RB156626,-0.004224458554927812
RB156626-DP-1,-0.38167625639539793
RB156626-DP-4,-0.264344580806366
RB156626-SP-2,-0.2125796917073538
RB156626-SP-3,-0.13946780368825507
RB156846,0.0036952977774924456
RB156846-SP-1,0.0019141724925599846
RB156846-SP-2,-0.01917531020311425
RB157389,0.025601273406945513
RB157390,0.02432588015109971
RB157480,0.021959664304374682
RB157480-SP-1,0.018124600348743414
RB157573,0.01939232906929833
RB157573-SP-1,0.07381449689574504
RB157573-SP-2,0.008367031227302979
RB157581,0.03868041475757522
RB157581-SP-1,0.05665464870567494
RB157692,-0.017917704036352955
RB157763,0.006148025842871219
RB157763-DP-3,-0.7431416189548021
RB157763-SP-1,-0.4005865956819914
RB157763-SP-2,0.4645862557811542
RB158083,0.10394768338601779
RB158083-DP-3,-0.3600309591368175
RB158083-SP-1,0.05439257286461596
RB158083-SP-2,-0.025893654744078454
RB158368,0.06488509556087219
RB158430,0.01697142541138752
RB158430-SP-1,0.021370892090934346
RB158430-SP-2,-0.009650413079774878
RB158433,0.0164825534353088
RB158433-SP-1,0.012346738874480456
RB158433-SP-2,-0.013354181445645485
RB158433-SP-3,0.00043787345500279073
RB158495,-0.05109176388168557
RB158834,-0.030209378099201323
RB159028,-0.00772616926870795
RB160477,0.002632631571316324
RB160600,0.033390036116052624
RB161208,-0.0021882552023057
RB161319,0.03899258154111118
RB161319-SP-1,-0.02556255204524205
RB161319-SP-2,0.0319267691588212
RB162184,-0.012248272230255375
RB162334,0.003375699474841287
RB24134,0.0006331976082303292
RB24134-SP-1,-0.03910560585478162
RB24134-SP-2,-0.09675824653365095
RB24223,0.006843050057211197
RB24223-SP-1,0.03053784269960169
RB24223-SP-2,0.06822513784483486
RB24928,0.009735196995609874
RB24928-SP-1,0.034244657778646825
RB24969,-0.003862075968673717
RB24969-SP-1,0.03604278552695983
RB25914,0.01676514832678766
RB25918,0.01501761529742529
RB26312,0.025070700217986852
RB27618,-0.01112787531851478
RB27774,0.05909143482882251
RB28134,0.02134374223742541
RB28134-SP-1,0.06257990675053704
RB28134-SP-2,0.03325039929666351
RB28149,-0.02078309271713985
RB28294,-0.02214337703219338
RB28552,-0.036570180833206734
RB28552-SP-1,-0.04470698092051073
RB28552-SP-2,-0.06832010972921598
RB28557,0.0008304774738727705
RB28557-SP-1,0.0026617886336823826
RB28557-SP-2,-0.014372070076481891
RB28607,0.0013602074662431018
RB29690,-0.01823476407158331
RB30931,-0.011225050849732576
RB30932,-0.005702572959248031
RB30932-SP-1,0.02541864987566922
RB30932-SP-2,-0.12622066382789876
RB30932-SP-3,-0.14864149133603366
RB30932-SP-4,-0.13023681297422562
RB31098,0.00941606050506949
RB31258,0.01918723873129391
RB31446,0.02335067498132748
RB31446-SP-1,0.05295909651373143
RB31446-SP-2,-0.133665984747106
RB32485,-0.020475905939719152
RB32486,-0.027128496092898358
RB32723,0.0029238183455084776
RB32723-SP-1,-0.00972993806021083
RB32723-SP-2,0.13526106710820818
RB32723-SP-3,-0.4048744701662863
RB32755,0.004509735390785918
RB32755-SP-1,0.010738850845152692
RB32755-SP-2,-0.011700869053783203
RB33640,0.01905356122048918
RB33640-SP-1,-0.004065628444713254
RB33640-SP-2,0.18464422379878842
RB34061,0.053674512648361095
RB34368,-0.00005835474967486043
RB34368-SP-1,0.049330197861816805
RB34368-SP-2,-0.4334163289294185
RB35315,0.02111640172094731
RB36118,-0.0023004015137152445
RB36127,-0.004322005298199927
RB36135,0.01937475216269391
RB37193,-0.011757326353656117
RB37368,-0.01999421794467593
RB37762,-0.005171974569139426
RB37946,-0.02049227719215896
RB37948,-0.02224393886574072
RB37948-SP-1,0.01598445627367906
