gampversion,country,slotnumber,slot,hellofreshweek,week,uniquerecipecode,code,nb_of_appearances,status,title,subtitle,lastused,nextused,absolutelastused,absolutelastusedrunning,isnewrecipe,isnewscheduled,isdefault,primaryprotein,mainprotein,proteincut,secondaryprotein,proteins,primarystarch,mainstarch,secondarystarch,starches,primaryvegetable,mainvegetable,vegetables,secondaryvegetable,tertiaryvegetable,primarydryspice,primarycheese,primaryfruit,primarydairy,primaryfreshherb,salt,calories,cuisine,dishtype,handsontime,totaltime,difficulty,tag,preference,preftag,producttype,author,cost1p,cost2p,cost3p,cost4p,skucode,skuname,skucount,seasonalityrisk_w1,seasonalityrisk_w2,seasonalityrisk_w3,seasonalityrisk_w4,pricemissingskus,scorescm,scorewoscm,isscorereplace,volumesharelast,volumeshare2last,uptake_ratio,updated_at,unique_slot,basket,weight2p,weight4p,sum_weight2p,sum_weight4p,weight,normweight2p,normweight4p,slotcombo
V12,CA,1047,46,2026-W33,33,RC31645-1,RC31645,1,READY FOR MENU PLANNING,SuperQuick Chipotle Chicken Tacos,with Zippy Slaw,2024-W46,,2024-W46,672,0,0,TRUE,Chicken-Breast-Diced,Chicken,Breast,,"Chicken-Breast-Diced, ",Tortilla - Plain,Tortilla,,"Tortilla - Plain, ",Coleslaw Mix,Coleslaw Mix,"Coleslaw Mix, , ",,,,,,,,0,790,LATIN AMERICAN,Tortillas,6,15,1,"super-quick , season-no-season",15MM,"super-quick , season-no-season, 15MM",pronto-box,,0,9.35,0,17.93,PRO-10-100366-7 | BAK-10-003294-7 | DAI-10-001140-4 | PHF-10-000940-4 | SPI-10-11898-1 | PHF-10-001410-4 | PHF-10-001411-4 | PRO-10-118973-1 | PHF-10-000938-4 | PRO-10-101285-1 | PTN-10-138816-7 | DAI-10-001202-4 | PRO-10-100367-7 | PRO-10-91789-1 | PRO-10-002762-1,"X3B- Corn, Kernels Thaw-Friendly 113g (0.66cup) | X3B- Tortillas, White Flour 6-inch (6pc) | X3B- Cheese, Feta Crumbled 28g (0.25cup) | X3B- Cilantro, Fresh 7g | H1F- Enchilada Spice Blend 8g (1TBSP) | X3B- Coleslaw Mix 170g (1:1:1 Red Cabbage, Green Cabbage, Carrot) | X3B- Coleslaw Mix 340g (1:1:1 Red Cabbage, Green Cabbage, Carrot) | X3B- Mayonnaise 30ml (2tbsp) | X3B- Cilantro, Fresh 14g | X3B- Vinegar, White Wine (1TBSP) | X3B- Chicken, Breasts Diced 340g | X3B- Cheese, Feta Crumbled 56g (0.5cup) | X3B- Corn, Kernels Thaw-Friendly 227g (1.33cup) | H1F- Mayonnaise (4tbsp) | X3B- Chipotle Sauce (2tbsp)",15,3,3,3,3,,3.431952663,3.493150685,0,0.0159,0,0,2026-04-29 16:17:55.666000+00:00,46,0,0.0098,0.004,0.7153,0.2843,0.0138002,0.0138,0.0139,15mm
V12,CA,1048,47,2026-W33,33,RC31444-7,RC31444,6,READY FOR MENU PLANNING,SuperQuick Chicken Chow Mein,with Carrots and Red Cabbage,2025-W44,,2025-W44,722,0,0,TRUE,Chicken-Breast-Diced,Chicken,Breast,,"Chicken-Breast-Diced, ",Noodles - Chow Mein,Noodles,,"Noodles - Chow Mein, ",Carrot,Carrot,"Carrot, Cabbage - Purple, ",Cabbage - Purple,,Crispy Shallots,,,,Green Onion,0,790,Chinese,Noodles,3,15,1,"spicy , quick , season-no-season",15MM,"spicy , quick , season-no-season, 15MM",,,0,9.19,0,17.87,DRY-10-002436-1 | PHF-10-000734-4 | PHF-10-001402-4 | PHF-10-001407-4 | PRO-10-002782-1 | PRO-10-119628-1 | PTN-10-138816-7 | DRY-10-001167-7 | PHF-10-001406-4 | PRO-10-002788-1 | PHF-10-001400-4 | PRO-10-002012-1 | SPI-10-100863-1 | DRY-10-002435-1 | PHF-10-003814-4 | PRO-10-002793-1,"X3B- Shallots, Crispy 56g | X3B- Green Onion 2pc | X3B- Cabbage, Red Shredded 1/8-inch 56g | X3B- Carrot, Julienne 1/8-inch 56g | X3B- Soy Sauce Mirin Blend - 1 Soy:1 Mirin (4tbsp) | X3B- Ginger Garlic Puree (2TBSP) | X3B- Chicken, Breasts Diced 340g | X3B- Noodles, Cantonese Chow Mein 200g | X3B- Carrot, Julienne 1/8-inch 113g | X3B- Sweet Chili Sauce (2tbsp) | X3B- Cabbage, Red Shredded 1/8-inch 113g | X3B- Hoisin Sauce 68g (60ml) | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Shallots, Crispy 28g | X3B- Green Onion 1pc | X3B- Sweet Chili Sauce (4tbsp)",16,2,2,2,2,,3.427852349,3.476722533,0,0.018,0.015,0.0593,2026-04-29 16:17:55.666000+00:00,47,0,0.0082,0.0033,0.7153,0.2843,0.0115174,0.0115,0.0117,15mm
V12,CA,1049,48,2026-W33,33,RB161319-13,RB161319,14,READY FOR MENU PLANNING,SuperQuick Messy Balkan Beef Wraps,with Creamy Feta Sauce and Sweet Pepper Spread,2026-W11,2026-W27,2026-W27,757,0,0,TRUE,Beef-Mince,Beef,Mince,,"Beef-Mince, ",Bread - Flatbread,Bread,,"Bread - Flatbread, ",Onion - Red,Onion,"Onion - Red, Greens - Spring Mix, ",Greens - Spring Mix,,Smoked Paprika-Garlic Blend,Feta Cheese,,,,0,820,Bulgarian,Wrap,5,15,2,"super-quick , season-no-season",15MM,"super-quick , season-no-season, 15MM",,,0,6.93,0,13.28,BAK-10-003289-7 | PHF-10-000424-4 | PTN-10-138803-7 | SPI-10-11842-1 | PRO-10-100793-1 | PRO-10-127902-4 | PTN-10-138804-7 | DAI-10-001140-4 | DAI-10-125468-4 | DAI-10-144062-4 | PRO-10-12348-4 | PHF-10-000736-4 | PHF-10-000740-4 | DAI-10-001202-4 | PRO-10-91789-1,"X3B- Naan (2pc) | X3B- Tomato, Roma 1pc (95g) Stage 4 | X3B- Beef, Lean Ground 250g | H1F- Smoked Paprika-Garlic Blend 1:1 6g (1TBSP) | X3B- Vinegar, Red Wine 15ml (1TBSP) | X3B- Pesto Sauce, Roasted Red Peppers 57g (4tbsp) | X3B- Beef, Lean Ground 500g | X3B- Cheese, Feta Crumbled 28g (0.25cup) | X3B- Sour Cream, 14% 43ml (3TBSP) | X3B- Sour Cream, 14% 86ml (6TBSP) | H1F- Mayonnaise, 28g (2TBSP) | X3B- Lettuce, Heritage Blend 113g | X3B- Lettuce, Heritage Blend 56g | X3B- Cheese, Feta Crumbled 56g (0.5cup) | H1F- Mayonnaise (4tbsp)",15,2,2,2,2,,3.41025641,3.454976303,0,0.0055,0.0057,0.0167,2026-04-29 16:12:18.564000+00:00,48,0,0.0082,0.0036,0.7153,0.2843,0.011725,0.0114,0.0125,"15mm,chefschoice_all,chefschoice_d5"
V12,CA,1050,49,2026-W33,33,RC37028-5,RC37028,4,READY FOR MENU PLANNING,SuperQuick Honey-Sesame Chicken Stir-Fry,with Green Onion Rice,2025-W49,2026-W29,2026-W29,759,0,0,TRUE,Chicken-Breast-Diced,Chicken,Breast,,"Chicken-Breast-Diced, ",Rice - Jasmine,Rice,,"Rice - Jasmine, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, , ",,,,,,,Green Onion,0,860,Chinese,Stir-Fry,5,15,1,"quick , high-protein , season-no-season",15MM,"quick , high-protein , season-no-season, 15MM",,,0,7.96,0,15.66,DRY-10-125595-1 | PRO-10-002792-1 | PHF-10-003814-4 | PHF-10-000414-4 | PHF-10-000734-4 | SPI-10-132843-1 | PRO-10-000783-1 | PTN-10-138816-7 | PRO-10-002763-1 | PRO-10-002765-1 | SPI-10-132842-1,"X3B- (Paper) Rice, Jasmine 149g (0.75cup) | X3B- Sesame Oil (1tbsp) | X3B- Green Onion 1pc | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Green Onion 2pc | X3B- (Paper) Sesame Seeds, White 18g (2TBSP) | X3B- Soy Sauce, 9g (1.5tsp) | X3B- Chicken, Breasts Diced 340g | X3B- Honey Garlic Sauce (4tbsp) | X3B- Ketchup (2tbsp) | X3B- (Paper) Sesame Seeds, White 9g (1TBSP)",11,2,2,2,2,,3.413522013,3.467857143,0,0.0127,0.0171,0.0415,2026-05-05 03:02:11.993000+00:00,49,0,0.0056,0.0023,0.7153,0.2843,0.0078858,0.0078,0.008,15mm
V12,CA,1051,50,2026-W33,33,RS30584-14,RS30584,19,READY FOR MENU PLANNING,SuperQuick Creamy Shrimp Linguine al Limone,with Parmesan and Spinach,2026-W15,2026-W20,2026-W32,762,0,0,TRUE,Shellfish-Shrimp,Shellfish,Shrimp,,"Shellfish-Shrimp, ",Pasta - Spaghetti,Pasta,,"Pasta - Spaghetti, ",Baby Spinach,Baby Spinach,"Baby Spinach, , ",,,,,,,,0,810,Italian,Pasta,4,15,1,season-no-season,15MM,"season-no-season, 15MM",,,0,7.59,0,14.67,PHF-10-000968-4 | PHF-10-000967-4 | PRO-10-002783-1 | DRY-10-120893-1 | PHF-10-000744-4 | SPI-10-100863-1 | DAI-10-003438-4 | DAI-10-001211-4 | DAI-10-001159-4 | DAI-10-001218-4 | PHF-10-000402-4 | PHF-10-000746-4 | PTN-10-000704-7,"X3B- Onion, Yellow Diced 3/8-inch 56g | X3B- Onion, Yellow Diced 3/8-inch 113g | X3B- Wine, White Cooking (4tbsp) | X3B- Pasta, Spaghetti 170g | X3B- Spinach, Baby 113g | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Cream, 35% 113ml | X3B- Cheese, Parmesan Shredded 28g (0.25cup) | X3B- Cream, 35% 237ml | X3B- Cheese, Parmesan Shredded 56g (0.5cup) | X3B- Lemon 1pc | X3B- Spinach, Baby 56g | X3B- Shrimp, Pacific White Tail-Off 285g",13,2,2,2,2,,3.603498542,3.631825273,0,0.005,0.0092,0.0155,2026-05-04 18:15:29.291000+00:00,50,0,0.0041,0.0017,0.7153,0.2843,0.0058106,0.0058,0.0059,15mm
V12,CA,1052,51,2026-W33,33,RP37088-12,RP37088,11,READY FOR MENU PLANNING,SuperQuick Cheesy Sausage Flatbreads,with Basil Pesto and Balsamic-Dressed Spinach Salad,2026-W17,2026-W23,2026-W26,756,0,0,TRUE,Pork-Sausage-Italian,Pork,Sausage,,"Pork-Sausage-Italian, ",Bread - Flatbread,Bread,,"Bread - Flatbread, ",Onion - Yellow,Onion,"Onion - Yellow, , ",,,,,,,,0,870,Italian,Flatbread,5,15,1,"quick , fr-translated , season-no-season",15MM,"quick , fr-translated , season-no-season, 15MM",,,0,6.55,0,12.22,PHF-10-000968-4 | PRO-10-002764-1 | DAI-10-001146-4 | PHF-10-000967-4 | PTN-10-132172-7 | PHF-10-000744-4 | PHF-10-001590-4 | PHF-10-001591-4 | PRO-10-001796-4 | SPI-10-001169-1 | DAI-10-001147-4 | DAI-10-001211-4 | DAI-10-001218-4 | PHF-10-000746-4 | BAK-10-003289-7,"X3B- Onion, Yellow Diced 3/8-inch 56g | X3B- Glaze, Balsamic (2tbsp) | X3B- Cheese, Mozzarella Shredded 170g (1.5cup) | X3B- Onion, Yellow Diced 3/8-inch 113g | X3B- Pork, Lean Mild Italian Sausage Uncased 250g | X3B- Spinach, Baby 113g | X3B- Tomato, Baby 113g Clamshell | X3B- Tomato, Baby 227g Clamshell | X3B- Pesto Sauce, Basil 56g (0.25 Cup) | X3B- Garlic Salt 4g (1tsp) | X3B- Cheese, Mozzarella Shredded 85g (0.75cup) | X3B- Cheese, Parmesan Shredded 28g (0.25cup) | X3B- Cheese, Parmesan Shredded 56g (0.5cup) | X3B- Spinach, Baby 56g | X3B- Naan (2pc)",15,2,2,2,2,,3.479591837,3.505555556,0,0.0027,0.0029,0.008,2026-05-04 20:17:18.522000+00:00,51,0,0.0084,0.0034,0.7153,0.2843,0.011725,0.0117,0.0118,15mm
V12,CA,1053,52,2026-W33,33,RV29273-3,RV29273,7,READY FOR MENU PLANNING,SuperQuick Squash Ravioli in Creamy Sun-Dried Tomato Sauce,with Mushrooms and Spinach,2026-W18,2026-W23,2026-W26,756,0,0,TRUE,Veggie-Pasta-Ravioli-Squash,Veggie,Pasta,,"Veggie-Pasta-Ravioli-Squash, ",,,,", ",,,", , ",,,,,,,,0,860,Italian,Pasta,2,15,1,"super-quick , season-no-season",15MM,"super-quick , season-no-season, 15MM",,,0,6.96,0,13.17,DAI-10-001211-4 | DAI-10-001159-4 | DAI-10-001218-4 | PHF-10-000746-4 | PRO-10-002829-4 | DRY-10-128425-7 | PHF-10-000968-4 | PHF-10-000967-4 | PHF-10-001593-4 | DRY-10-128426-7 | PHF-10-000744-4 | PHF-10-001592-4 | SPI-10-100863-1 | DAI-10-003438-4,"X3B- Cheese, Parmesan Shredded 28g (0.25cup) | X3B- Cream, 35% 237ml | X3B- Cheese, Parmesan Shredded 56g (0.5cup) | X3B- Spinach, Baby 56g | X3B- Pesto Sauce, Sundried Tomato 57g (0.25cup) | X3B- Pasta, Butternut Squash Ravioli 350g | X3B- Onion, Yellow Diced 3/8-inch 56g | X3B- Onion, Yellow Diced 3/8-inch 113g | X3B- Mushrooms, Whole 227g | X3B- Pasta, Butternut Squash Ravioli 700g | X3B- Spinach, Baby 113g | X3B- Mushrooms, Whole 113g | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Cream, 35% 113ml",14,2,2,2,2,,3.537313433,3.53164557,0,0.0036,0.0045,0.0072,2026-05-04 20:20:48.890000+00:00,52,0,0.0025,0.001,0.7153,0.2843,0.0035279,0.0035,0.0036,15mm
V12,CA,1054,53,2026-W33,33,RB153559-8,RB153559,21,READY FOR MENU PLANNING,Grilled Beef Burgers,with Secret Sauce and Spiced Potato Wedges,2025-W27,2026-W20,2026-W32,762,0,0,TRUE,Beef-Mince,Beef,Mince,,"Beef-Mince, ",Potato - White,Potato,Bread - Brioche,"Potato - White, Bread - Brioche",Greens - Spring Mix,Greens,"Greens - Spring Mix, , ",,,Southwest Spice Blend,"Cheddar Cheese, shredded","Dill Pickle, sliced",Mayonnaise,,0,1010,North American,Burger,10,30,2,"family-friendly , fr-translated , season-summer",Grill Core,"family-friendly , fr-translated , season-summer, Grill Core",,,0,8.29,0,16.37,DAI-10-001203-4 | PHF-10-000739-4 | PRO-10-000782-4 | PTN-10-138803-7 | BAK-10-168668-7 | DAI-10-001205-4 | DRY-10-132836-1 | PRO-10-002765-1 | SPI-10-138863-1 | PHF-10-88384-1 | PTN-10-138804-7 | PRO-10-12348-4 | PHF-10-000740-4 | PRO-10-91789-1,"X3B- Cheese, Medium Cheddar Shredded 113g (1cup) | X3B- Lettuce, Heritage Blend 28g | X3B- Pickles, Dill Sliced 84ml | X3B- Beef, Lean Ground 250g | X3B- Bun, All Butter Brioche 4-inch (2pc) | X3B- Cheese, Medium Cheddar Shredded 56g (0.5cup) | X3B- (Paper) Breadcrumbs, Panko 32g (0.33cup) | X3B- Ketchup (2tbsp) | X3B- Southwest Spice Blend 6g | X3B- Potato, Russet 1pc (230g) | X3B- Beef, Lean Ground 500g | H1F- Mayonnaise, 28g (2TBSP) | X3B- Lettuce, Heritage Blend 56g | H1F- Mayonnaise (4tbsp)",14,4,4,4,4,,3.475308642,3.569892473,0,0.011,0.0091,0.037,2026-05-06 01:32:12.856000+00:00,53,0,0.0084,0.0034,0.7153,0.2843,0.011725,0.0117,0.0118,hand_assigned
V12,CA,1055,54,2026-W33,33,RC153286-97,RC153286,114,READY FOR MENU PLANNING,Chicken Tikka Masala,with Carrots and Garlic Rice,2026-W18,2026-W19,2026-W32,762,0,0,TRUE,Chicken-Breast,Chicken,Breast,,"Chicken-Breast, ",Rice - Basmati,Rice,,"Rice - Basmati, ",Greens - Baby Spinach,Greens,"Greens - Baby Spinach, Carrot, ",Carrot,,,,,,,0,740,Indian,Curry,8,30,2,"spicy , ineligible-for-recommendation , season-no-season",Family,"spicy , ineligible-for-recommendation , season-no-season, Family",,,0,8.25,0,16,PRO-10-002779-1 | DRY-10-125594-1 | DRY-10-155636-1 | PHF-10-003815-4 | PRO-10-122650-1 | DAI-10-003437-4 | DAI-10-003438-4 | PTN-10-138814-7 | SPI-10-001169-1 | PHF-10-88380-4 | PTN-10-138815-7 | SPI-10-001163-1 | PHF-10-000746-4 | PHF-10-88379-4,"X3B- Tikka Curry Sauce (0.5cup) | X3B- (Paper) Rice, Basmati 149g (0.75cup) | X3B- (Paper) Rice, Basmati 298g (1.5cup) | X3B- Spinach, Baby 28g | X3B- Curry Paste (2tbsp) | X3B- Cream, 35% 56ml | X3B- Cream, 35% 113ml | X3B- Chicken, Breasts Skinless/Boneless (2pc) 340g | X3B- Garlic Salt 4g (1tsp) | X3B- Garlic, Unpeeled Clove | X3B- Chicken, Breasts Skinless/Boneless (4pc) 680g | X3B- Garlic Salt 8g (2tsp) | X3B- Spinach, Baby 56g | X3B- Carrot 1pc (170g)",14,2,2,2,2,,3.616045845,3.620481928,0,0.0049,0.0041,0.0129,2026-05-06 01:32:12.856000+00:00,54,0,0.0085,0.0034,0.7153,0.2843,0.0119325,0.0119,0.012,hand_assigned
V12,CA,1056,55,2026-W33,33,RC0215-104,RC0215,113,READY FOR MENU PLANNING,Crispy Chicken Parmigiana,with Baby Spinach and Italian Bell Pepper Salad,2026-W18,2026-W19,2026-W32,762,0,0,TRUE,Chicken-Breast,Chicken,Breast,,"Chicken-Breast, ",Bread - Breadcrumbs,Bread,,"Bread - Breadcrumbs, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, Onion - Shallot, Greens - Baby Spinach",Onion - Shallot,Greens - Baby Spinach,Italian Seasoning,"Parmesan Cheese, shredded",,,,0,680,Canadian,123,10,25,1,"quick , ineligible-for-recommendation , season-no-season",Classic,"quick , ineligible-for-recommendation , season-no-season, Classic",,,0,9.26,0,17.77,PRO-10-002790-1 | PRO-10-91789-1 | PTN-10-138815-7 | DAI-10-001218-4 | PHF-10-000414-4 | PHF-10-000746-4 | DRY-10-132847-1 | PRO-10-002789-1 | DRY-10-132836-1 | PHF-10-88382-4 | SPI-10-11139-1 | PRO-10-100793-1 | PHF-10-000744-4 | PRO-10-12348-4 | SPI-10-10073-1 | PRO-10-118970-1 | PTN-10-138814-7,"X3B- Mustard, Dijon (1.5tsp) | H1F- Mayonnaise (4tbsp) | X3B- Chicken, Breasts Skinless/Boneless (4pc) 680g | X3B- Cheese, Parmesan Shredded 56g (0.5cup) | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Spinach, Baby 56g | X3B- (Paper) Breadcrumbs, Panko 64g (0.66cup) | X3B- Mustard, Dijon (1tbsp) | X3B- (Paper) Breadcrumbs, Panko 32g (0.33cup) | X3B- Onion, Red Whole 1pc (113g) | H1F- Italian Seasoning 4.3g (1TBSP) | X3B- Vinegar, Red Wine 15ml (1TBSP) | X3B- Spinach, Baby 113g | H1F- Mayonnaise, 28g (2TBSP) | H1F- Italian Seasoning 8.6g (2TBSP) | X3B- Marinara Sauce 0.5cup (125ml) | X3B- Chicken, Breasts Skinless/Boneless (2pc) 340g",17,2,2,2,2,,3.564792176,3.575129534,0,0.0043,0.0064,0.0106,2026-05-06 01:32:12.856000+00:00,55,0,0.0085,0.0034,0.7153,0.2843,0.0119325,0.0119,0.012,hand_assigned
V12,CA,1057,56,2026-W33,33,RBP42611-1,RBP42611,14,READY FOR MENU PLANNING,Grilled Pork Patties and Creamy Feta Sauce,"with Couscous, Peach and Grilled Asparagus",2025-W26,2026-W20,2026-W32,762,0,0,TRUE,Pork-Mince,Pork,Mince,,"Pork-Mince, ",Couscous,Couscous,,"Couscous, ",Asparagus,Asparagus,"Asparagus, , ",,,Zesty Garlic Blend,"Feta Cheese, crumbled",Peach,Sour cream,Parsley,0,900,North American,Burger,10,30,1,"family-friendly , season-summer",Grill Core,"family-friendly , season-summer, Grill Core",,,0,5.45,0,10.2,PHF-10-000973-4 | SPI-10-148738-1 | DRY-10-11999-1 | PTN-10-130366-7 | DAI-10-001140-4 | DAI-10-125468-4 | DAI-10-144062-4 | DRY-10-125717-1 | SPI-10-132693-1 | SPI-10-148739-1 | PHF-10-000422-4 | SPI-10-117111-1 | DAI-10-001202-4 | PHF-10-000974-4 | PHF-10-158208-4 | SPI-10-125249-1 | DRY-10-125716-1 | PTN-10-132170-7,"X3B- Parsley, Fresh Italian 14g | X3B- Almonds, Sliced 28g | H1F- Breadcrumbs, Italian 24g (4TBSP) | X3B- Pork, Lean Ground 250g | X3B- Cheese, Feta Crumbled 28g (0.25cup) | X3B- Sour Cream, 14% 43ml (3TBSP) | X3B- Sour Cream, 14% 86ml (6TBSP) | X3B- (Paper) Couscous, Moroccan 92g (0.5cup) | X3B- Breadcrumbs, Italian 12g (2TBSP) | X3B- Almonds, Sliced 56g | X3B- Squash, Green Zucchini 1pc (200g) | X3B- Powder Stock, Chicken 7.5g (1tbsp) | X3B- Cheese, Feta Crumbled 56g (0.5cup) | X3B- Parsley, Fresh Italian 7g | X3B- (local) Peach, Large 1pc | X3B- Zesty Garlic Blend 7g (1TBSP) | X3B- (Paper) Couscous, Moroccan 184g (1cup) | X3B- Pork, Lean Ground 500g",18,2,2,2,2,,3.543209877,3.642857143,0,0.006,0,0.0205,2026-05-06 01:32:12.856000+00:00,56,0,0.0067,0.0027,0.7153,0.2843,0.0094422,0.0094,0.0095,hand_assigned
V12,CA,1058,57,2026-W33,33,RB151597-103,RB151597,119,READY FOR MENU PLANNING,Fajita-Style Beef Bowls,with Basmati Rice and Lime Crema,2026-W18,2026-W19,2026-W32,762,0,0,TRUE,Beef-Mince,Beef,Mince,,"Beef-Mince, ",Rice - Basmati,Rice,,"Rice - Basmati, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, , ",,,,,,,,0,910,Mexican,Bowl,10,25,1,"quick , ineligible-for-recommendation , season-no-season",Family,"quick , ineligible-for-recommendation , season-no-season, Family",,,0,7.07,0,13.11,PTN-10-138804-7 | DAI-10-125468-4 | DAI-10-144062-4 | PHF-10-000404-4 | PHF-10-88383-4 | SPI-10-001169-1 | PHF-10-000414-4 | PHF-10-000734-4 | PHF-10-000424-4 | PTN-10-138803-7 | SPI-10-10762-1 | DAI-10-001206-4 | SPI-10-001163-1 | DAI-10-001209-4 | DRY-10-125594-1 | DRY-10-155636-1,"X3B- Beef, Lean Ground 500g | X3B- Sour Cream, 14% 43ml (3TBSP) | X3B- Sour Cream, 14% 86ml (6TBSP) | X3B- Lime 1pc | X3B- Onion, Yellow Cooking 1pc (113g) | X3B- Garlic Salt 4g (1tsp) | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Green Onion 2pc | X3B- Tomato, Roma 1pc (95g) Stage 4 | X3B- Beef, Lean Ground 250g | H1F- Mexican Seasoning 16g (2TBSP) | X3B- Cheese, Monterey Jack Shredded 113g (1cup) | X3B- Garlic Salt 8g (2tsp) | X3B- Cheese, Monterey Jack Shredded 56g (0.5cup) | X3B- (Paper) Rice, Basmati 149g (0.75cup) | X3B- (Paper) Rice, Basmati 298g (1.5cup)",16,2,2,2,2,,3.506276151,3.508695652,0,0.0034,0.0031,0.0057,2026-05-06 01:32:12.856000+00:00,57,0,0.0084,0.0034,0.7153,0.2843,0.011725,0.0117,0.0118,hand_assigned
V12,CA,1059,58,2026-W33,33,RP162263-2,RP162263,15,READY FOR MENU PLANNING,Grilled Jerk Pork Chops,"with Tropical Kiwi Salsa, Lime Mayo and Rice",2025-W31,2026-W20,2026-W32,762,0,0,TRUE,Pork-Chops-Boneless,Pork,Chops,,"Pork-Chops-Boneless, ",Rice - White,Rice,,"Rice - White, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, Corn Kernels, ",Corn Kernels,,Jerk Spice Blend,,,Mayonnaise,Green Onion,0.57,880,Caribbean,123,10,30,2,"spicy , family-friendly , fr-translated , season-summer",Grill Core,"spicy , family-friendly , fr-translated , season-summer, Grill Core",,,0,6.99,0,13.6,PHF-10-118441-4 | PRO-10-119742-4 | PRO-10-100366-7 | PRO-10-12348-4 | PHF-10-000404-4 | PTN-10-138807-7 | PHF-10-000414-4 | PHF-10-000734-4 | PHF-10-000735-4 | DRY-10-125593-1 | PRO-10-100367-7 | PRO-10-91789-1 | SPI-10-137763-1 | SPI-10-137764-1,"X3B- Kiwi, Green 1pc (75g) | X3B- Jerk Marinade 30ml (2tbsp) | X3B- Corn, Kernels Thaw-Friendly 113g (0.66cup) | H1F- Mayonnaise, 28g (2TBSP) | X3B- Lime 1pc | X3B- Pork, Boneless Loin Chops (2pc) 340g | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Green Onion 2pc | X3B- Green Onion 4pc | X3B- (Paper) Rice, White Parboiled 149g (0.75cup) | X3B- Corn, Kernels Thaw-Friendly 227g (1.33cup) | H1F- Mayonnaise (4tbsp) | X3B- Caribbean Spice Blend 6g | X3B- Caribbean Spice Blend 12g",14,2,2,2,2,,3.514563107,3.554347826,0,0.005,0.0062,0.0168,2026-05-06 01:32:12.856000+00:00,58,0,0.0047,0.0019,0.7153,0.2843,0.0066407,0.0066,0.0067,hand_assigned
V12,CA,1060,59,2026-W33,33,RV152245-90,RV152245,107,READY FOR MENU PLANNING,Cheese Tortellini and Sun-Dried Tomato Pesto Sauce,with Blistered Tomatoes and Spinach,2026-W18,2026-W19,2026-W32,762,0,0,TRUE,Veggie-No Protein,Veggie,No Protein,,"Veggie-No Protein, ",Pasta - Tortellini,Pasta,,"Pasta - Tortellini, ",Onion - Shallot,Onion,"Onion - Shallot, Corn Kernels, (ZZ DO NOT USE) Pepper - Red",Corn Kernels,(ZZ DO NOT USE) Pepper - Red,,"Parmesan Cheese, shredded",,,,0,790,Italian,Pasta,7,25,2,"quick , ineligible-for-recommendation , veggie , season-no-season",Veggie,"quick , ineligible-for-recommendation , veggie , season-no-season, Veggie",,,0,5.85,0,10.72,DRY-10-001168-7 | PHF-10-000744-4 | PHF-10-001590-4 | PHF-10-001591-4 | DAI-10-001211-4 | PHF-10-88380-4 | DAI-10-001218-4 | DAI-10-136065-4 | DRY-10-001175-7 | PHF-10-000746-4 | PHF-10-88387-1 | PRO-10-002829-4,"X3B- Pasta, Cheese Tortellini 350g | X3B- Spinach, Baby 113g | X3B- Tomato, Baby 113g Clamshell | X3B- Tomato, Baby 227g Clamshell | X3B- Cheese, Parmesan Shredded 28g (0.25cup) | X3B- Garlic, Unpeeled Clove | X3B- Cheese, Parmesan Shredded 56g (0.5cup) | X3B - Cheese, Cream 50g | X3B- Pasta, Cheese Tortellini 700g | X3B- Spinach, Baby 56g | X3B- Shallot 1pc (50g) | X3B- Pesto Sauce, Sundried Tomato 57g (0.25cup)",12,2,2,2,2,,3.558730159,3.555921053,0,0.0053,0.004,0.0105,2026-05-06 01:32:12.856000+00:00,59,0,0.0058,0.0024,0.7153,0.2843,0.0081971,0.0081,0.0083,hand_assigned
